date,site,engSiteName_nomSiteAng,shore_côte,latitude,longitude,habitat,gear_équipement,transect,area_m^2,species_espèce,engCommonName_nomCommunAng,TSN,AphiaID,rawAbundance_abondanceBrute,calibratedYOYAbundance_abondanceCalibréeJDA,calibratedDensity_densitéCalibrée_m^-2
7/16/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,Bare,S,6,30,Crangon septemspinosa,Sand shrimp,97110,158355,5,3.115322581,35.05208707
7/16/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,Bare,S,3,30,Menidia menidia,Atlantic Silverside,165994,159228,300,300,10
7/16/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,Bare,S,4,30,Menidia menidia,Atlantic Silverside,165994,159228,20,20,0.666666667
7/16/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,Bare,S,3,30,Pseudopleuronectes americanus,Winter flounder,172905,158885,1,7.94,0.264666667
7/16/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,Bare,S,5,30,Pseudopleuronectes americanus,Winter flounder,172905,158885,1,3.78,0.126
7/16/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,Bare,S,6,30,Pseudopleuronectes americanus,Winter flounder,172905,158885,1,3.78,0.126
7/16/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,4,15,Anguilla rostrata,American eel,161127,158562,1,23.5,0.846333333
7/16/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,3,30,Apeltes quadracus,Fourspine stickleback,166397,159436,1,1,0.460600907
7/16/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,2,30,Cancer irroratus,Rock crab,98679,158057,2,24.15,0.805
7/16/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,3,30,Cancer irroratus,Rock crab,98679,158057,2,24.15,0.805
7/16/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,6,30,Cancer irroratus,Rock crab,98679,158057,2,24.15,0.805
7/16/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,1,30,Carcinus maenas,Green crab,98734,107381,7,68.865,3.35143
7/16/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,2,30,Carcinus maenas,Green crab,98734,107381,8,23.265,1.13223
7/16/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,3,30,Carcinus maenas,Green crab,98734,107381,16,55.095,2.68129
7/16/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,4,15,Carcinus maenas,Green crab,98734,107381,4,35.63,3.467986667
7/16/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,5,30,Carcinus maenas,Green crab,98734,107381,5,31.57,1.536406667
7/16/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,6,30,Carcinus maenas,Green crab,98734,107381,8,58.05333333,2.825262222
7/16/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,7,30,Carcinus maenas,Green crab,98734,107381,2,181,8.808666667
7/16/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,8,30,Carcinus maenas,Green crab,98734,107381,5,37.884,1.843688
7/16/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,9,30,Carcinus maenas,Green crab,98734,107381,9,47.746,2.323638667
7/16/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,10,15,Carcinus maenas,Green crab,98734,107381,3,56.33,5.482786667
7/16/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,11,30,Carcinus maenas,Green crab,98734,107381,4,65.56,3.190586667
7/16/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,12,30,Carcinus maenas,Green crab,98734,107381,4,15.25,0.742166667
7/16/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,1,30,Crangon septemspinosa,Sand shrimp,97110,158355,3,1.869193548,0.911659585
7/16/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,2,30,Crangon septemspinosa,Sand shrimp,97110,158355,8,4.984516129,2.431092228
7/16/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,3,30,Crangon septemspinosa,Sand shrimp,97110,158355,6,3.738387097,1.823319171
7/16/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,4,15,Crangon septemspinosa,Sand shrimp,97110,158355,6,3.738387097,3.646638343
7/16/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,5,30,Crangon septemspinosa,Sand shrimp,97110,158355,13,8.09983871,3.950524871
7/16/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,6,30,Crangon septemspinosa,Sand shrimp,97110,158355,6,3.738387097,1.823319171
7/16/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,7,30,Crangon septemspinosa,Sand shrimp,97110,158355,6,3.738387097,1.823319171
7/16/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,8,30,Crangon septemspinosa,Sand shrimp,97110,158355,5,3.115322581,1.519432643
7/16/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,9,30,Crangon septemspinosa,Sand shrimp,97110,158355,5,3.115322581,1.519432643
7/16/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,10,15,Crangon septemspinosa,Sand shrimp,97110,158355,4,2.492258065,2.431092229
7/16/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,11,30,Crangon septemspinosa,Sand shrimp,97110,158355,7,4.361451613,2.1272057
7/16/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,12,30,Crangon septemspinosa,Sand shrimp,97110,158355,9,5.607580645,2.734978757
7/16/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,2,30,Menidia menidia,Atlantic Silverside,165994,159228,20,20,0.405
7/16/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,9,30,Menidia menidia,Atlantic Silverside,165994,159228,5,5,0.10125
7/16/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,2,30,Myoxocephalus aenaeus,Grubby Sculpin,167321,159519,1,1,5.354611
7/16/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,5,30,Myoxocephalus aenaeus,Grubby Sculpin,167321,159519,1,1,5.354611
7/16/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,6,30,Myoxocephalus aenaeus,Grubby Sculpin,167321,159519,1,1,5.354611
7/16/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,3,30,Pollachius virens,Pollock,164727,126441,1,1,0.099166667
7/16/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,2,30,Pseudopleuronectes americanus,Winter flounder,172905,158885,1,51.8,0.889283333
7/16/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,3,30,Gasterosteiformes,Gasterosteiformes,166361,10326,1,1,0.709219858
7/19/2013,Sambro,Inner Sambro Island,Halifax,44.45545,-63.58772,SG,T,1,110,Cancer irroratus,Rock crab,98679,158057,3,3.875,0.035227273
7/19/2013,Sambro,Inner Sambro Island,Halifax,44.45545,-63.58772,SG,T,1,110,Carcinus maenas,Green crab,98734,107381,31,92.186,2.6918312
7/19/2013,Sambro,Inner Sambro Island,Halifax,44.45545,-63.58772,SG,T,1,110,Crangon septemspinosa,Sand shrimp,97110,158355,64,25.6,0.486948466
7/19/2013,Sambro,Inner Sambro Island,Halifax,44.45545,-63.58772,SG,T,1,110,Myoxocephalus aenaeus,Grubby Sculpin,167321,159519,25,42.7,0.879231818
7/19/2013,Sambro,Inner Sambro Island,Halifax,44.45545,-63.58772,SG,T,1,110,Pholis gunnellus,Rock gunnel,171645,126996,21,119.61,0.545481818
7/19/2013,Sambro,Inner Sambro Island,Halifax,44.45545,-63.58772,SG,T,1,110,Urophysis tenuis,White hake,0,400609,4,4,0.036363636
7/25/2013,SecPen,Second Peninsula,South shore,44.40193,-64.28066,SG,S,13,60,Anguilla rostrata,American eel,161127,158562,1,86.8,0.786333333
7/25/2013,SecPen,Second Peninsula,South shore,44.40193,-64.28066,SG,S,15,60,Anguilla rostrata,American eel,161127,158562,2,99.05,0.888416667
7/25/2013,SecPen,Second Peninsula,South shore,44.40193,-64.28066,SG,S,13,60,Apeltes quadracus,Fourspine stickleback,166397,159436,2,2,0.460600907
7/25/2013,SecPen,Second Peninsula,South shore,44.40193,-64.28066,SG,S,16,60,Apeltes quadracus,Fourspine stickleback,166397,159436,3,3,0.69090136
7/25/2013,SecPen,Second Peninsula,South shore,44.40193,-64.28066,SG,S,13,60,Carcinus maenas,Green crab,98734,107381,10,NA,NA
7/25/2013,SecPen,Second Peninsula,South shore,44.40193,-64.28066,SG,S,13,60,Crangon septemspinosa,Sand shrimp,97110,158355,10,6.230645161,1.519432643
7/25/2013,SecPen,Second Peninsula,South shore,44.40193,-64.28066,SG,S,16,60,Gasterosteus aculeatus,Threespine stickleback,166365,126505,1,0.66,0.273301158
7/25/2013,SecPen,Second Peninsula,South shore,44.40193,-64.28066,SG,S,13,60,Menidia menidia,Atlantic Silverside,165994,159228,150,150,1.51875
7/25/2013,SecPen,Second Peninsula,South shore,44.40193,-64.28066,SG,S,14,60,Menidia menidia,Atlantic Silverside,165994,159228,75,75,0.759375
7/25/2013,SecPen,Second Peninsula,South shore,44.40193,-64.28066,SG,S,15,60,Menidia menidia,Atlantic Silverside,165994,159228,50,50,0.50625
7/25/2013,SecPen,Second Peninsula,South shore,44.40193,-64.28066,SG,S,16,60,Menidia menidia,Atlantic Silverside,165994,159228,50,50,0.50625
7/25/2013,SecPen,Second Peninsula,South shore,44.40193,-64.28066,SG,S,13,60,Microgadus tomcod,Tomcod,164720,158928,2,2,0.733972853
7/25/2013,SecPen,Second Peninsula,South shore,44.40193,-64.28066,SG,S,14,60,Microgadus tomcod,Tomcod,164720,158928,2,2,0.733972853
7/25/2013,SecPen,Second Peninsula,South shore,44.40193,-64.28066,SG,S,13,60,Palaemonetes vulgaris,Grass shrimp,96391,158371,2,1.6,0.08622336
7/25/2013,SecPen,Second Peninsula,South shore,44.40193,-64.28066,SG,S,14,60,Palaemonetes vulgaris,Grass shrimp,96391,158371,1,0.8,0.04311168
7/25/2013,SecPen,Second Peninsula,South shore,44.40193,-64.28066,SG,S,16,60,Pollachius virens,Pollock,164727,126441,50,50,2.479166667
7/25/2013,SecPen,Second Peninsula,South shore,44.40193,-64.28066,SG,S,15,60,Pseudopleuronectes americanus,Winter flounder,172905,158885,1,7.94,0.092116667
7/25/2013,SecPen,Second Peninsula,South shore,44.40193,-64.28066,SG,S,13,60,Gasterosteiformes,Gasterosteiformes,166361,10326,2,2,0.709219858
7/25/2013,SecPen,Second Peninsula,South shore,44.40193,-64.28066,SG,S,16,60,Gasterosteiformes,Gasterosteiformes,166361,10326,4,4,1.418439716
7/29/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,Bare,S,4,200,Anguilla rostrata,American eel,161127,158562,1,NA,NA
7/29/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,Bare,S,5,200,Anguilla rostrata,American eel,161127,158562,4,4,0.02
7/29/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,Bare,S,5,200,Apeltes quadracus,Fourspine stickleback,166397,159436,2,2,0.01
7/29/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,Bare,S,4,200,Carcinus maenas,Green crab,98734,107381,7,69.83,1.09807675
7/29/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,Bare,S,6,100,Carcinus maenas,Green crab,98734,107381,7,66.47,2.0904815
7/29/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,Bare,S,4,200,Crangon septemspinosa,Sand shrimp,97110,158355,19,11.83822581,19.97968964
7/29/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,Bare,S,5,200,Crangon septemspinosa,Sand shrimp,97110,158355,3,1.869193548,3.154687836
7/29/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,Bare,S,6,100,Crangon septemspinosa,Sand shrimp,97110,158355,2,1.246129032,4.206250448
7/29/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,Bare,S,5,200,Microgadus tomcod,Tomcod,164720,158928,1,1,0.005
7/29/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,Bare,S,5,200,Myoxocephalus aenaeus,Grubby Sculpin,167321,159519,1,1,0.005
7/29/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,Bare,S,5,200,Pollachius virens,Pollock,164727,126441,1,1,0.014875
7/29/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,Bare,S,5,200,Gasterosteiformes,Gasterosteiformes,166361,10326,2,2,0.01
7/29/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,7,132,Anguilla rostrata,American eel,161127,158562,3,3,0.074363636
7/29/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,9,150,Anguilla rostrata,American eel,161127,158562,6,6,0.083
7/29/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,10,132,Anguilla rostrata,American eel,161127,158562,3,3,0.074363636
7/29/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,11,200,Anguilla rostrata,American eel,161127,158562,2,2,0.068
7/29/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,7,132,Apeltes quadracus,Fourspine stickleback,166397,159436,6,6,0.628092146
7/29/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,8,150,Apeltes quadracus,Fourspine stickleback,166397,159436,3,3,0.276360544
7/29/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,9,150,Apeltes quadracus,Fourspine stickleback,166397,159436,44,44,4.05328798
7/29/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,10,132,Apeltes quadracus,Fourspine stickleback,166397,159436,4,4,0.418728097
7/29/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,7,132,Carcinus maenas,Green crab,98734,107381,16,116.0716667,1.28382298
7/29/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,8,150,Carcinus maenas,Green crab,98734,107381,4,66.885,0.651014
7/29/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,10,132,Carcinus maenas,Green crab,98734,107381,36,344.81,3.813807576
7/29/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,11,200,Carcinus maenas,Green crab,98734,107381,14,79.9325,0.58350725
7/29/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,7,132,Crangon septemspinosa,Sand shrimp,97110,158355,1,0.623064516,0.06906512
7/29/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,10,132,Crangon septemspinosa,Sand shrimp,97110,158355,3,1.869193548,0.20719536
7/29/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,11,200,Crangon septemspinosa,Sand shrimp,97110,158355,5,3.115322581,0.227914896
7/29/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,7,132,Gasterosteus aculeatus,Threespine stickleback,166365,126505,1,0.66,0.124227799
7/29/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,8,150,Gasterosteus aculeatus,Threespine stickleback,166365,126505,1,0.66,0.109320463
7/29/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,9,150,Gasterosteus aculeatus,Threespine stickleback,166365,126505,14,9.24,1.530486486
7/29/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,10,132,Gasterosteus aculeatus,Threespine stickleback,166365,126505,1,0.66,0.124227799
7/29/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,11,200,Menidia menidia,Atlantic Silverside,165994,159228,50,50,0.151875
7/29/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,9,150,Microgadus tomcod,Tomcod,164720,158928,6,6,0.880767423
7/29/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,9,150,Myoxocephalus aenaeus,Grubby Sculpin,167321,159519,1,1,1.0709222
7/29/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,9,150,Pollachius virens,Pollock,164727,126441,30,30,0.595
7/29/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,10,132,Syngnathus fuscus,Northern Pipefish,166451,159451,1,1,0.066340152
7/29/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,7,132,Gasterosteiformes,Gasterosteiformes,166361,10326,7,7,1.12830432
7/29/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,8,150,Gasterosteiformes,Gasterosteiformes,166361,10326,4,4,0.567375886
7/29/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,9,150,Gasterosteiformes,Gasterosteiformes,166361,10326,58,58,8.226950353
7/29/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,10,132,Gasterosteiformes,Gasterosteiformes,166361,10326,5,5,0.805931657
7/29/2013,Sambro,Inner Sambro Island,Halifax,44.45545,-63.58772,Bare,T,1,55,Crangon septemspinosa,Sand shrimp,97110,158355,3,1.98,0.134883117
7/29/2013,Sambro,Inner Sambro Island,Halifax,44.45545,-63.58772,Bare,T,2,55,Crangon septemspinosa,Sand shrimp,97110,158355,38,22.8,1.553199528
7/29/2013,Sambro,Inner Sambro Island,Halifax,44.45545,-63.58772,Bare,T,2,55,Myoxocephalus aenaeus,Grubby Sculpin,167321,159519,3,3,0.054545455
7/29/2013,Sambro,Inner Sambro Island,Halifax,44.45545,-63.58772,Bare,T,1,55,Pholis gunnellus,Rock gunnel,171645,126996,1,4.13,0.075090909
7/29/2013,Sambro,Inner Sambro Island,Halifax,44.45545,-63.58772,Bare,T,1,55,Pseudopleuronectes americanus,Winter flounder,172905,158885,1,7.94,0.144363636
7/29/2013,Sambro,Inner Sambro Island,Halifax,44.45545,-63.58772,SG,T,2,55,Carcinus maenas,Green crab,98734,107381,1,6.18,0.360912
7/29/2013,Sambro,Inner Sambro Island,Halifax,44.45545,-63.58772,SG,T,2,55,Crangon septemspinosa,Sand shrimp,97110,158355,44,19.536,0.743205096
7/29/2013,Sambro,Inner Sambro Island,Halifax,44.45545,-63.58772,SG,T,2,55,Liparis gibbus,Dusky snailfish,167561,159526,1,1,0.018181818
7/29/2013,Sambro,Inner Sambro Island,Halifax,44.45545,-63.58772,SG,T,2,55,Microgadus tomcod,Tomcod,164720,158928,3,3,0.073263836
7/29/2013,Sambro,Inner Sambro Island,Halifax,44.45545,-63.58772,SG,T,2,55,Myoxocephalus aenaeus,Grubby Sculpin,167321,159519,1,1,0.041181818
7/29/2013,Sambro,Inner Sambro Island,Halifax,44.45545,-63.58772,SG,T,2,55,Urophysis tenuis,White hake,0,400609,1,1,0.018181818
7/30/2013,Crouch,Croucher Island,South shore,44.64182,-63.95652,Bare,T,1,55,Carcinus maenas,Green crab,98734,107381,5,19.49,22.28947273
7/30/2013,Crouch,Croucher Island,South shore,44.64182,-63.95652,Bare,T,1,55,Crangon septemspinosa,Sand shrimp,97110,158355,9,NA,NA
7/30/2013,Crouch,Croucher Island,South shore,44.64182,-63.95652,Bare,T,1,55,Homarus americanus,American lobster,97314,156134,1,28.6,0.52
7/30/2013,Crouch,Croucher Island,South shore,44.64182,-63.95652,Bare,T,1,55,Myoxocephalus aenaeus,Grubby Sculpin,167321,159519,6,6,0.109090909
7/30/2013,Crouch,Croucher Island,South shore,44.64182,-63.95652,Bare,T,1,55,Palaemonetes vulgaris,Grass shrimp,96391,158371,30,24,0.436363636
7/30/2013,Crouch,Croucher Island,South shore,44.64182,-63.95652,Bare,T,1,55,Pholis gunnellus,Rock gunnel,171645,126996,1,4.13,0.075090909
7/30/2013,Crouch,Croucher Island,South shore,44.64182,-63.95652,Bare,T,1,55,Tautogolabrus adspersus,Cunner,170481,159785,1,1,0.018181818
7/30/2013,Crouch,Croucher Island,South shore,44.64182,-63.95652,SG,T,1,55,Carcinus maenas,Green crab,98734,107381,4,24.47,1.429048
7/30/2013,Crouch,Croucher Island,South shore,44.64182,-63.95652,SG,T,1,55,Crangon septemspinosa,Sand shrimp,97110,158355,3,0.999,0.038004806
7/30/2013,Crouch,Croucher Island,South shore,44.64182,-63.95652,SG,T,1,55,Myoxocephalus aenaeus,Grubby Sculpin,167321,159519,8,7.535,0.310305
7/30/2013,Crouch,Croucher Island,South shore,44.64182,-63.95652,SG,T,1,55,Palaemonetes vulgaris,Grass shrimp,96391,158371,5,4,0.056201954
7/30/2013,Crouch,Croucher Island,South shore,44.64182,-63.95652,SG,T,1,55,Pholis gunnellus,Rock gunnel,171645,126996,1,1,0.010890909
7/30/2013,Crouch,Croucher Island,South shore,44.64182,-63.95652,SG,T,1,55,Tautogolabrus adspersus,Cunner,170481,159785,2,2,0.036363636
7/30/2013,Straw,Strawberry Island,South shore,44.646833,-62.04675,Bare,T,1,55,Carcinus maenas,Green crab,98734,107381,5,7.68,8.783127273
7/30/2013,Straw,Strawberry Island,South shore,44.646833,-62.04675,Bare,T,1,55,Crangon septemspinosa,Sand shrimp,97110,158355,35,21,1.430578512
7/30/2013,Straw,Strawberry Island,South shore,44.646833,-62.04675,Bare,T,1,55,Homarus americanus,American lobster,97314,156134,1,43.3,0.787272727
7/30/2013,Straw,Strawberry Island,South shore,44.646833,-62.04675,Bare,T,1,55,Myoxocephalus aenaeus,Grubby Sculpin,167321,159519,6,6,0.109090909
7/30/2013,Straw,Strawberry Island,South shore,44.646833,-62.04675,Bare,T,1,55,Palaemonetes vulgaris,Grass shrimp,96391,158371,5,4,0.072727273
7/30/2013,Straw,Strawberry Island,South shore,44.646833,-62.04675,Bare,T,1,55,Pseudopleuronectes americanus,Winter flounder,172905,158885,1,7.94,0.144363636
7/30/2013,Straw,Strawberry Island,South shore,44.646833,-62.04675,Bare,T,1,55,Tautogolabrus adspersus,Cunner,170481,159785,3,3,0.054545455
7/30/2013,Straw,Strawberry Island,South shore,44.646833,-62.04675,SG,T,2,58.3,Carcinus maenas,Green crab,98734,107381,4,20.79,1.145411321
7/30/2013,Straw,Strawberry Island,South shore,44.646833,-62.04675,SG,T,1,58.3,Myoxocephalus aenaeus,Grubby Sculpin,167321,159519,1,1,0.038850772
7/30/2013,Straw,Strawberry Island,South shore,44.646833,-62.04675,SG,T,2,58.3,Myoxocephalus aenaeus,Grubby Sculpin,167321,159519,4,4,0.155403087
7/30/2013,Straw,Strawberry Island,South shore,44.646833,-62.04675,SG,T,1,58.3,Palaemonetes vulgaris,Grass shrimp,96391,158371,4,3.2,0.042416569
7/30/2013,Straw,Strawberry Island,South shore,44.646833,-62.04675,SG,T,2,58.3,Pholis gunnellus,Rock gunnel,171645,126996,1,4.13,0.03722024
7/30/2013,Straw,Strawberry Island,South shore,44.646833,-62.04675,SG,T,2,58.3,Selar crumenophthalmus,Bigeye scad,168677,159646,1,1,0.017152659
7/31/2013,Cable,Cable Island,Eastern shore,44.74676,-62.79261,Bare,T,1,55,Carcinus maenas,Green crab,98734,107381,1,14.25,16.29681818
7/31/2013,Cable,Cable Island,Eastern shore,44.74676,-62.79261,Bare,T,1,55,Crangon septemspinosa,Sand shrimp,97110,158355,58,11.6,0.790224321
7/31/2013,Cable,Cable Island,Eastern shore,44.74676,-62.79261,Bare,T,1,55,Hemitripterus americanus,Sea raven,167289,159518,2,2,0.036363636
7/31/2013,Cable,Cable Island,Eastern shore,44.74676,-62.79261,Bare,T,1,55,Myoxocephalus aenaeus,Grubby Sculpin,167321,159519,1,8.07,0.146727273
7/31/2013,Cable,Cable Island,Eastern shore,44.74676,-62.79261,Bare,T,1,55,Pholis gunnellus,Rock gunnel,171645,126996,1,1,0.018181818
7/31/2013,Cable,Cable Island,Eastern shore,44.74676,-62.79261,SG,T,2,55,Carcinus maenas,Green crab,98734,107381,3,13.305,0.777012
7/31/2013,Cable,Cable Island,Eastern shore,44.74676,-62.79261,SG,T,1,55,Crangon septemspinosa,Sand shrimp,97110,158355,9,2.25,0.08559641
7/31/2013,Cable,Cable Island,Eastern shore,44.74676,-62.79261,SG,T,2,55,Crangon septemspinosa,Sand shrimp,97110,158355,72,43.2,1.643451071
7/31/2013,Cable,Cable Island,Eastern shore,44.74676,-62.79261,SG,T,2,55,Gasterosteus aculeatus,Threespine stickleback,166365,126505,4,NA,NA
7/31/2013,Cable,Cable Island,Eastern shore,44.74676,-62.79261,SG,T,2,55,Microgadus tomcod,Tomcod,164720,158928,1,1,0.024421279
7/31/2013,Cable,Cable Island,Eastern shore,44.74676,-62.79261,SG,T,2,55,Myoxocephalus aenaeus,Grubby Sculpin,167321,159519,8,8,0.329454545
7/31/2013,Cable,Cable Island,Eastern shore,44.74676,-62.79261,SG,T,1,55,Palaemonetes vulgaris,Grass shrimp,96391,158371,1,0.8,0.011240391
7/31/2013,Cable,Cable Island,Eastern shore,44.74676,-62.79261,SG,T,2,55,Palaemonetes vulgaris,Grass shrimp,96391,158371,6,4.8,0.067442345
7/31/2013,Cable,Cable Island,Eastern shore,44.74676,-62.79261,SG,T,2,55,Pholis gunnellus,Rock gunnel,171645,126996,1,1,0.010890909
7/31/2013,Cable,Cable Island,Eastern shore,44.74676,-62.79261,SG,T,2,55,Syngnathus fuscus,Northern Pipefish,166451,159451,1,1,0.012181818
7/31/2013,Cable,Cable Island,Eastern shore,44.74676,-62.79261,SG,T,2,55,Gasterosteiformes,Gasterosteiformes,166361,10326,4,4,0.072727273
7/31/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,12,90,Anguilla rostrata,American eel,161127,158562,1,1,0.068555556
7/31/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,13,90,Apeltes quadracus,Fourspine stickleback,166397,159436,1,1,0.153533636
7/31/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,12,90,Crangon septemspinosa,Sand shrimp,97110,158355,8,4.984516129,0.810364076
7/31/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,13,90,Menidia menidia,Atlantic Silverside,165994,159228,40,40,0.27
7/31/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,12,90,Myoxocephalus aenaeus,Grubby Sculpin,167321,159519,1,1,1.784870333
7/31/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,12,90,Syngnathus fuscus,Northern Pipefish,166451,159451,1,5.13,0.4991433
7/31/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,13,90,Syngnathus fuscus,Northern Pipefish,166451,159451,1,1,0.097298889
7/31/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,13,90,Gasterosteiformes,Gasterosteiformes,166361,10326,1,1,0.236406619
8/1/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,14,50,Apeltes quadracus,Fourspine stickleback,166397,159436,7,7,1.934523809
8/1/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,14,50,Gasterosteus aculeatus,Threespine stickleback,166365,126505,5,3.3,1.63980695
8/1/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,14,50,Menidia menidia,Atlantic Silverside,165994,159228,30,30,0.3645
8/1/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,14,50,Pollachius virens,Pollock,164727,126441,10,10,0.595
8/1/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,14,50,Gasterosteiformes,Gasterosteiformes,166361,10326,12,12,5.106382978
